"id_cliente","nombre","apellido","curp","correo","ciudad","delegacion","estado_civil"
65121,"Marcos","Zarate","DTLV069307GHGQIS70","marcos.zarate.5089@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
65122,"Jerónimo","Tirado","RQXP266382BIOFAH19","jerónimo.tirado.5090@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
65123,"Isabela","Páez","MRHO455138IUCYVR17","isabela.páez.5091@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
65124,"Miriam","Patiño","OYFJ893935WXARDF42","miriam.patiño.5092@fintechmasiva.com","Ciudad de México","Coyoacan","viudo/a"
65125,"Jacinto","Pelayo","VAWU984000ADEFIL40","jacinto.pelayo.5093@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
65126,"Juan Carlos","Hernández","ACSO307319FSBQVT34","juan carlos.hernández.5094@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
65127,"Sessa","Cazares","RDTD357401WYNKXZ05","sessa.cazares.5095@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
65128,"Juana","Peralta","EOXY088665XHVNGL42","juana.peralta.5096@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
65129,"Rodolfo","Palacios","VPGA815322HKIXKT02","rodolfo.palacios.5097@fintechmasiva.com","Ciudad de México","Coyoacan","viudo/a"
65130,"Catalina","Partida","BQLM137089VOKQQH26","catalina.partida.5098@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
65131,"Susana","Batista","JQPU765228OFVBXO54","susana.batista.5099@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
65132,"Sofía","Rocha","UTYQ594999UIHCIS98","sofía.rocha.5100@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65133,"Rolando","Reynoso","KWZG514557KWYLBT30","rolando.reynoso.5101@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
65134,"Raquel","Jimínez","EPYD067654CNWPBK48","raquel.jimínez.5102@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
65135,"Minerva","Ayala","BWHK173531FNDPJK37","minerva.ayala.5103@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
65136,"José Carlos","Hinojosa","IBIJ889996PWBOWD01","josé carlos.hinojosa.5104@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
65137,"José María","Almonte","WIAF164876YKTTSL72","josé maría.almonte.5105@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
65138,"José María","Armendáriz","OZZQ152484PQCODO55","josé maría.armendáriz.5106@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
65139,"Josefina","Carrillo","YJLH592198VRDXAK68","josefina.carrillo.5107@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
65140,"Lorenzo","Bustos","MNDI455507THPZDW97","lorenzo.bustos.5108@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
65141,"María José","Nazario","BFXA803502IOXNVH80","maría josé.nazario.5109@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65142,"Alvaro","Marroquín","HGRI880674HTXUZH43","alvaro.marroquín.5110@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
65143,"Abel","Cintrón","BCBI374231QIWPTX81","abel.cintrón.5111@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
65144,"Adalberto","Elizondo","HOJI407214XXCHFQ17","adalberto.elizondo.5112@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
65145,"Perla","Pacheco","YQGI791975QKIBTX69","perla.pacheco.5113@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
65146,"Ofelia","Villanueva","QBET684882AHJTHW02","ofelia.villanueva.5114@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
65147,"Miguel Ángel","Peña","ZZWF407293NJMAOG15","miguel ángel.peña.5115@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
65148,"Daniela","Urías","LMQW289813ISBFMX82","daniela.urías.5116@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
65149,"Adriana","Pantoja","UJIQ555791VUNVQO63","adriana.pantoja.5117@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
65150,"Noemí","Viera","RAWX185234GITMJF86","noemí.viera.5118@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
65151,"Catalina","Puente","GNGN457463ZAUCMT92","catalina.puente.5119@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
65152,"Flavio","Osorio","EDVX423186BOQFIH33","flavio.osorio.5120@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
65153,"Ivonne","Olivárez","FJTU545069VUKAKE94","ivonne.olivárez.5121@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
65154,"Pilar","Sauceda","OINZ053597EPVDER98","pilar.sauceda.5122@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
65155,"Patricia","Lozano","GKYZ634220WNIBYJ86","patricia.lozano.5123@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
65156,"Socorro","Saucedo","XSJK652890UAHPHQ82","socorro.saucedo.5124@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65157,"Asunción","Alvarado","YGYK735003UFLTSH42","asunción.alvarado.5125@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
65158,"Mauro","Ceja","HDQT423368SNAZAW47","mauro.ceja.5126@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
65159,"Margarita","Tamayo","GQJI029600QRHEDU72","margarita.tamayo.5127@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
65160,"María José","Durán","RGIB054249XSMDQG48","maría josé.durán.5128@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
65161,"Vanesa","Partida","ZTGR263039YZKIMH60","vanesa.partida.5129@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
65162,"Aldo","Mercado","FLDE021839NYUBUP11","aldo.mercado.5130@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
65163,"Horacio","Terán","OCUX436004MMMHJJ39","horacio.terán.5131@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
65164,"Nadia","Orosco","UIYA860015EGGIWG03","nadia.orosco.5132@fintechmasiva.com","Ciudad de México","Coyoacan","viudo/a"
65165,"Esperanza","Ulibarri","QUZH948389PZRNCZ17","esperanza.ulibarri.5133@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
65166,"Pascual","Vanegas","OBMU110122KDOGBI30","pascual.vanegas.5134@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
65167,"Pablo","Gracia","OWSP736935NJNOTZ74","pablo.gracia.5135@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
65168,"Ricardo","Canales","YGJW237934UKLNIJ52","ricardo.canales.5136@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
65169,"Reynaldo","Dávila","YHZW391398TPAKEW01","reynaldo.dávila.5137@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
65170,"Natalia","Correa","ONHA794367VEGOHL27","natalia.correa.5138@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
65171,"Rodrigo","Granado","JGKV671500PNCIRQ87","rodrigo.granado.5139@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
65172,"Carla","Cepeda","FICN932975LFWKVY34","carla.cepeda.5140@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
65173,"Dulce María","González","BOKR855039OBLJAO03","dulce maría.gonzález.5141@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
65174,"Guillermina","Varela","WRHY358171NQZBCN86","guillermina.varela.5142@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
65175,"Abigail","Chapa","MPFH835577DQCLKS67","abigail.chapa.5143@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
65176,"Esteban","Barragán","SSOY694898QZPFBY15","esteban.barragán.5144@fintechmasiva.com","Ciudad de México","Tlahuac","casado/a"
65177,"Sergio","Rodrígez","NUIH129864LCECXI76","sergio.rodrígez.5145@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
65178,"Florencia","Chapa","JCLU271500DGORVH10","florencia.chapa.5146@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
65179,"Rosalia","Abreu","CWYL523838BEDYFT60","rosalia.abreu.5147@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
65180,"Eric","Mota","CVAD524947ZGGEUE47","eric.mota.5148@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
65181,"Violeta","Villegas","KUDI449126INRVCX63","violeta.villegas.5149@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
65182,"Sara","Espinal","LBXG726709VYTAPB28","sara.espinal.5150@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
65183,"Violeta","Garibay","CZLQ616633JKJMMP05","violeta.garibay.5151@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
65184,"Ivonne","Romero","EFWP309779ORFGFN42","ivonne.romero.5152@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65185,"Soledad","Zaragoza","PWLF396952BGLTRU85","soledad.zaragoza.5153@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
65186,"Octavio","Zambrano","OFQZ587927QCHZXB13","octavio.zambrano.5154@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
65187,"Esparta","Orellana","LKCP050074UZDTBI87","esparta.orellana.5155@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
65188,"Rosalia","Avilés","CKYX712405BMVOYN32","rosalia.avilés.5156@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
65189,"Abelardo","Manzanares","FJJP316984BWRMSD08","abelardo.manzanares.5157@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
65190,"David","Barela","UBTG940893HFDBII51","david.barela.5158@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
65191,"Mitzy","Caballero","ETMZ463503CHFLPO20","mitzy.caballero.5159@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
65192,"Rodrigo","Covarrubias","PCKI599039FTMUFC91","rodrigo.covarrubias.5160@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
65193,"Amanda","Venegas","RTNV917508ISQBYR14","amanda.venegas.5161@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
65194,"Ramiro","Bermúdez","AMPK904048OLAUQE45","ramiro.bermúdez.5162@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
65195,"Cristina","Alcaraz","ODLU985504BSQPWJ77","cristina.alcaraz.5163@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
65196,"Gerardo","Caldera","CRAV326043VROTQV19","gerardo.caldera.5164@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
65197,"Juana","Crespo","SNIV831859GHPHEB88","juana.crespo.5165@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
65198,"Silvia","Corrales","ALLP722962HSTYFK64","silvia.corrales.5166@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
65199,"Jacobo","Hurtado","OKRC902196TDCRLR30","jacobo.hurtado.5167@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
65200,"Lourdes","Santiago","OOGW229459OWAAPC26","lourdes.santiago.5168@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
65201,"Olivia","Alcaraz","UTVL398233VYKVFY68","olivia.alcaraz.5169@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
65202,"Rufino","Velasco","QLUB478839ZNTPTM51","rufino.velasco.5170@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
65203,"Benjamín","Villalpando","JVBB719229CAINGO22","benjamín.villalpando.5171@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
65204,"Paulina","Saavedra","ZDXZ451376YMVSEJ42","paulina.saavedra.5172@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
65205,"Zeferino","Oquendo","KCHO998916RNIBBM33","zeferino.oquendo.5173@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
65206,"Ariadna","Ledesma","VRFR121352FOJIFI75","ariadna.ledesma.5174@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
65207,"Citlali","Villaseñor","YDFH922936GNFSKN40","citlali.villaseñor.5175@fintechmasiva.com","Ciudad de México","Tlahuac","casado/a"
65208,"Isabel","Marrero","EXPI786594YWPIBF88","isabel.marrero.5176@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
65209,"Rosario","de León","SSXO876157OXUPIB26","rosario.de león.5177@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
65210,"Renato","Fuentes","TTHK549056ISGFQZ52","renato.fuentes.5178@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65211,"Marco Antonio","Treviño","EFUO629493BEEEZC85","marco antonio.treviño.5179@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
65212,"Samuel","Orta","KDBE208114VZKQVF95","samuel.orta.5180@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
65213,"Zoé","Cruz","QVKE455197JDQZIP23","zoé.cruz.5181@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
65214,"María Cristina","Saldivar","OPRS731008OZFMQE45","maría cristina.saldivar.5182@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
65215,"Eugenio","de Jesús","SXGM621092NFIKQN28","eugenio.de jesús.5183@fintechmasiva.com","Ciudad de México","Coyoacan","viudo/a"
65216,"Abril","Villegas","ZGEJ158741ZLYVEN13","abril.villegas.5184@fintechmasiva.com","Ciudad de México","Tlahuac","casado/a"
65217,"Aurora","Cervántez","RWLI997252JNUJBS93","aurora.cervántez.5185@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
65218,"Alvaro","Saiz","FQPM870046WXBPLY31","alvaro.saiz.5186@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
65219,"Carolina","Arenas","YHYV508023WCPSFU01","carolina.arenas.5187@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
65220,"Vanesa","Collazo","CATI579514IDNMCZ90","vanesa.collazo.5188@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
65221,"Hernán","Menéndez","HLEB643575HTZVNJ94","hernán.menéndez.5189@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
65222,"Carla","Pineda","FWVT116854PPCDPA90","carla.pineda.5190@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
65223,"Gregorio","Bonilla","XRLP047859MENECR11","gregorio.bonilla.5191@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
65224,"Eloisa","Fierro","QCZU506897QHZJFS45","eloisa.fierro.5192@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
65225,"Paulina","Gollum","QGNX582581QDJVUV32","paulina.gollum.5193@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
65226,"Juan Carlos","Domínguez","YASY976860RGQXWM68","juan carlos.domínguez.5194@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
65227,"Jonás","Barrera","UQRM674767TDSWTW28","jonás.barrera.5195@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
65228,"Armando","Véliz","ATLF281812XNZBQY63","armando.véliz.5196@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
65229,"Israel","Castillo","IRPI312505VVKZRE69","israel.castillo.5197@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
65230,"Alejandra","Valle","CQGJ741269YEIJTP65","alejandra.valle.5198@fintechmasiva.com","Ciudad de México","Coyoacan","soltero/a"
65231,"René","Valdez","YQPR805147MRXFFJ07","rené.valdez.5199@fintechmasiva.com","Ciudad de México","Azcapotzalco","soltero/a"
65232,"Ernesto","Mercado","YDIV410750DVWAWP68","ernesto.mercado.5200@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65233,"Pascual","Martínez","FRDV436184CMDHSV45","pascual.martínez.5201@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
65234,"Julia","Lovato","NWBT785321YKLTGW50","julia.lovato.5202@fintechmasiva.com","Ciudad de México","Azcapotzalco","soltero/a"
65235,"Natalia","Urrutia","YAEW009389KAVTTK77","natalia.urrutia.5203@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
65236,"Renato","Parra","XWRU047538UFLRNT99","renato.parra.5204@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
65237,"Itzel","Serrano","MLNY836420WZRREY14","itzel.serrano.5205@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
65238,"Estefanía","Vásquez","ZGRK739702UHEMNJ76","estefanía.vásquez.5206@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
65239,"Nayeli","Rodarte","QJXD858320WFSSZG96","nayeli.rodarte.5207@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
65240,"Virginia","Mota","JYEI106938ZSGCYC78","virginia.mota.5208@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
65241,"Lucas","Cintrón","DSXZ568919QRMWLR52","lucas.cintrón.5209@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65242,"Beatriz","Vergara","YGIS200562DZBTSW15","beatriz.vergara.5210@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
65243,"Arcelia","Fuentes","IIYI443274ODTOMV72","arcelia.fuentes.5211@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
65244,"Leonor","Gamez","LQAF743353HJUQFE61","leonor.gamez.5212@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
65245,"Aida","Ordóñez","ITNO946927PCCCIQ04","aida.ordóñez.5213@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
65246,"Esmeralda","Vela","ZHSN937197SIAHIW36","esmeralda.vela.5214@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
65247,"Jorge Luis","Monroy","UEBY598444OQBRVV90","jorge luis.monroy.5215@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
65248,"Vicente","Ballesteros","CPWC642207EGYQWW45","vicente.ballesteros.5216@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
65249,"María José","Martínez","OYHQ922651LGUKYI32","maría josé.martínez.5217@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
65250,"Violeta","Núñez","EQYO394976GYPRZF13","violeta.núñez.5218@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
65251,"Horacio","Partida","OQJA909502AYHKQF78","horacio.partida.5219@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
65252,"Frida","Puente","QLUP661007QZVKDZ59","frida.puente.5220@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
65253,"Araceli","de Anda","CGHM277814YXCJYU83","araceli.de anda.5221@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
65254,"Anel","Villegas","FHVM689638ZHIBZK67","anel.villegas.5222@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
65255,"Karina","Valdés","YFID411098OJUELN23","karina.valdés.5223@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
65256,"María Luisa","Cabán","WSQX371252EMKSPI27","maría luisa.cabán.5224@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
65257,"Natalia","Cepeda","MQIY664245BOSFQJ93","natalia.cepeda.5225@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
65258,"Virginia","Velázquez","JXYZ338792QDXOQY26","virginia.velázquez.5226@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
65259,"Gonzalo","Rodarte","XKMT872981MIANQD61","gonzalo.rodarte.5227@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
65260,"Camila","Santillán","SHSV619736OOYVAO50","camila.santillán.5228@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
65261,"Ana","Serrato","SVQR989059XSAZUH08","ana.serrato.5229@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
65262,"Augusto","Alonso","JDPB443583ZHFMYW09","augusto.alonso.5230@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
65263,"Marisela","Bañuelos","BKOY152045ZUMBUC48","marisela.bañuelos.5231@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
65264,"Conchita","Monroy","QUXG191222SQPEPW40","conchita.monroy.5232@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
65265,"Claudio","Alva","UOHV114185VSMZJB72","claudio.alva.5233@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
65266,"José Luis","Preciado","LIVA302787EJXBZW02","josé luis.preciado.5234@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
65267,"Linda","Sanabria","MICE395338GILZNY81","linda.sanabria.5235@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
65268,"Gabriel","Rosario","QMPS424837NYRPDE59","gabriel.rosario.5236@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
65269,"Mónica","Arce","TZMH983034LRYQMI88","mónica.arce.5237@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
65270,"Carlos","Vela","OYOI727856UUVZJQ76","carlos.vela.5238@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
65271,"Jerónimo","Santiago","VECN013785BROGBO19","jerónimo.santiago.5239@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
65272,"Alta  Gracia","Casas","MDVH852421KFLXFJ97","alta  gracia.casas.5240@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
65273,"Francisca","Vásquez","JLQJ885135EEUQIF15","francisca.vásquez.5241@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
65274,"Eloisa","Rosas","UNUS900076PRYJFU78","eloisa.rosas.5242@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
65275,"José María","Zamora","AVGL038875HPPCOM14","josé maría.zamora.5243@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
65276,"Úrsula","Pabón","IWBV197423ORWHOW04","úrsula.pabón.5244@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
65277,"Rosario","Casárez","CTSO289187YZSLWE04","rosario.casárez.5245@fintechmasiva.com","Ciudad de México","Coyoacan","soltero/a"
65278,"Francisca","Robledo","IIFU969818RDMYQM07","francisca.robledo.5246@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
65279,"Óscar","Santillán","MDGC267589PLKAXH50","óscar.santillán.5247@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
65280,"Miguel","Badillo","RNGW695195VJMMDJ11","miguel.badillo.5248@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
65281,"Aurelio","Valencia","ZHWX620159JSDTCU46","aurelio.valencia.5249@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
65282,"Iván","Castillo","EZHR025356RXCFLA95","iván.castillo.5250@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
65283,"Adriana","Moya","OMTB743070JCNWEV85","adriana.moya.5251@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
65284,"Eugenio","Jáquez","HWGD914553TNUHQU41","eugenio.jáquez.5252@fintechmasiva.com","Ciudad de México","Coyoacan","soltero/a"
65285,"Gilberto","Rocha","TSFC043139XGMNPG09","gilberto.rocha.5253@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
65286,"Diana","Camacho","PZSN921916YITSQC25","diana.camacho.5254@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
65287,"Pilar","Alva","NVRL695998QVWCMA99","pilar.alva.5255@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
65288,"Elisa","Iglesias","KRQS797527TIWCPM04","elisa.iglesias.5256@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
65289,"Humberto","Márquez","HKAI635818EGXGOJ79","humberto.márquez.5257@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
65290,"Gerardo","Luevano","BVTF883946XOBCFB77","gerardo.luevano.5258@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
65291,"Luz","Tórrez","YSDH853753EULGEI85","luz.tórrez.5259@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
65292,"Mónica","Olivárez","SAXP193652JPHQZS34","mónica.olivárez.5260@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
65293,"Ana","Nevárez","ESXK709326XKPKNF09","ana.nevárez.5261@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
65294,"Andrea","Gaytán","GCTM108813AFFVPA75","andrea.gaytán.5262@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
65295,"Gerardo","Alarcón","OTYC929172CWRSOV53","gerardo.alarcón.5263@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
65296,"Carla","Soria","MESR464496TBADSS16","carla.soria.5264@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
65297,"Fidel","Ortiz","AAAA198475WSQZBL93","fidel.ortiz.5265@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
65298,"Irene","Quintanilla","EKZW385509VJCCDW57","irene.quintanilla.5266@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
65299,"Javier","Caballero","ONNJ200586OKXSRG00","javier.caballero.5267@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
65300,"Francisco","Leyva","IGFF905395ISLVVT41","francisco.leyva.5268@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
65301,"Alma","Maldonado","QLWV633273ILPCZC44","alma.maldonado.5269@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
65302,"Ruby","Terrazas","WPON686261JXMOGW42","ruby.terrazas.5270@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
65303,"Juan","Dávila","HAZF411922CKJZRC88","juan.dávila.5271@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
65304,"Laura","Bernal","GIGI287978GILFCG44","laura.bernal.5272@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
65305,"Trinidad","Rivas","KORP659215VDTIAU53","trinidad.rivas.5273@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
65306,"Juana","Véliz","OQXC147897KRUELY06","juana.véliz.5274@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
65307,"Gabriel","Carrión","OKTP866190HMTLDF91","gabriel.carrión.5275@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
65308,"Benjamín","Quiñones","ZNIA476375LAZDYE87","benjamín.quiñones.5276@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
65309,"Mónica","Hernádez","BOBP656926CKTYHE01","mónica.hernádez.5277@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
